Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
1827,0.15,0.2,0.4,0.05,0.2,5.65,5.972941742,12.01078742,-11.79,2345.5,2.3894234,34.55,79.95295,6.11,8948,0.8675,1.534,1.857,5.5395,695.765,22.565,55.2,3.5575,4.45,1.2625,1.3962,2381.5,12.45,177.845,
1828,0.15,0.2,0.4,0.1,0.15,5.65,5.975446699,12.36955573,-11.79,2305.85,2.419197632,32.95,75.55745,5.9665,8497,0.8665,1.532,1.8645,5.4355,691.51,22.215,55.25,3.5125,4.4,1.262,1.3958,2341.85,11.66,175.355,
1829,0.15,0.2,0.4,0.15,0.1,5.65,5.978174977,12.36955573,-11.79,2266.2,2.377598575,31.35,71.16195,5.823,8046,0.8655,1.53,1.872,5.3315,687.255,21.865,55.3,3.4675,4.35,1.2615,1.3954,2302.2,10.87,172.865,
1830,0.15,0.2,0.4,0.2,0.05,5.65,5.981126758,12.01078742,-11.79,2226.55,2.268245863,29.75,66.76645,5.6795,7595,0.8645,1.528,1.8795,5.2275,683,21.515,55.35,3.4225,4.3,1.261,1.395,2262.55,10.08,170.375,
1831,0.15,0.2,0.45,0.05,0.15,5.55,6.058142408,11.64075278,-12.66,2258,2.076210092,31.95,73.1538,5.8585,8213,0.867,1.5495,1.8605,5.337,690.165,21.755,55,3.4975,4.35,1.2635,1.3989,2297.25,11.835,167.715,
1832,0.15,0.2,0.45,0.1,0.1,5.55,6.060669533,11.85826703,-12.64,2218.35,2.081154008,30.35,68.7583,5.715,7762,0.866,1.5475,1.868,5.233,685.91,21.405,55.05,3.4525,4.3,1.263,1.3985,2257.6,11.045,165.225,
1833,0.15,0.2,0.45,0.15,0.05,5.55,6.063416245,11.64075278,-12.62,2178.7,2.009644063,28.75,64.3628,5.5715,7311,0.865,1.5455,1.8755,5.129,681.655,21.055,55.1,3.4075,4.25,1.2625,1.3981,2217.95,10.255,162.735,
1834,0.15,0.2,0.5,0.05,0.1,5.45,6.138239522,11.08317968,-13.41,2170.5,1.793888254,29.35,66.35465,5.607,7478,0.8665,1.565,1.864,5.1345,684.565,20.945,54.8,3.4375,4.25,1.2645,1.4016,2213,11.22,157.585,
1835,0.15,0.2,0.5,0.1,0.05,5.45,6.140787312,11.08317968,-13.37,2130.85,1.766386942,27.75,61.95915,5.4635,7027,0.8655,1.563,1.8715,5.0305,680.31,20.595,54.85,3.3925,4.2,1.264,1.4012,2173.35,10.43,155.095,
1836,0.15,0.2,0.55,0.05,0.05,5.35,6.213463073,10.26645276,-14.04,2083,1.523149651,26.75,59.5555,5.3555,6743,0.866,1.5805,1.8675,4.932,678.965,20.135,54.6,3.3775,4.15,1.2655,1.4043,2128.75,10.605,147.455,
1837,0.15,0.25,0.05,0.05,0.5,6.35,5.364046915,10.6193758,-2.38,2880.35,12.85189878,50.25,120.9543,7.6345,13490.5,0.867,1.417,1.843,6.717,729.105,27.535,56.7,3.9275,5.05,1.2495,1.3749,2896.1,15.99,241.205,
1838,0.15,0.25,0.05,0.1,0.45,6.35,5.36640992,11.39446316,-2.53,2840.7,12.79377529,48.65,116.5588,7.491,13039.5,0.866,1.415,1.8505,6.613,724.85,27.185,56.75,3.8825,5,1.249,1.3745,2856.45,15.2,238.715,
1839,0.15,0.25,0.05,0.15,0.4,6.35,5.369029009,11.90575186,-2.68,2801.05,12.44350979,47.05,112.1633,7.3475,12588.5,0.865,1.413,1.858,6.509,720.595,26.835,56.8,3.8375,4.95,1.2485,1.3741,2816.8,14.41,236.225,
1840,0.15,0.25,0.05,0.2,0.35,6.35,5.371904378,12.22368783,-2.83,2761.4,11.92738218,45.45,107.7678,7.204,12137.5,0.864,1.411,1.8655,6.405,716.34,26.485,56.85,3.7925,4.9,1.248,1.3737,2777.15,13.62,233.735,
1841,0.15,0.25,0.05,0.25,0.3,6.35,5.375036183,12.37699887,-2.98,2721.75,11.30439485,43.85,103.3723,7.0605,11686.5,0.863,1.409,1.873,6.301,712.085,26.135,56.9,3.7475,4.85,1.2475,1.3733,2737.5,12.83,231.245,
1842,0.15,0.25,0.05,0.3,0.25,6.35,5.378424547,12.37699887,-3.13,2682.1,10.60586219,42.25,98.9768,6.917,11235.5,0.862,1.407,1.8805,6.197,707.83,25.785,56.95,3.7025,4.8,1.247,1.3729,2697.85,12.04,228.755,
1843,0.15,0.25,0.05,0.35,0.2,6.35,5.382069557,12.22368783,-3.28,2642.45,9.847708508,40.65,94.5813,6.7735,10784.5,0.861,1.405,1.888,6.093,703.575,25.435,57,3.6575,4.75,1.2465,1.3725,2658.2,11.25,226.265,
1844,0.15,0.25,0.05,0.4,0.15,6.35,5.385971262,11.90575186,-3.43,2602.8,9.034487155,39.05,90.1858,6.63,10333.5,0.86,1.403,1.8955,5.989,699.32,25.085,57.05,3.6125,4.7,1.246,1.3721,2618.55,10.46,223.775,
1845,0.15,0.25,0.05,0.45,0.1,6.35,5.390129678,11.39446316,-3.58,2563.15,8.158021856,37.45,85.7903,6.4865,9882.5,0.859,1.401,1.903,5.885,695.065,24.735,57.1,3.5675,4.65,1.2455,1.3717,2578.9,9.67,221.285,
1846,0.15,0.25,0.05,0.5,0.05,6.35,5.394544784,10.6193758,-3.73,2523.5,7.18444902,35.85,81.3948,6.343,9431.5,0.858,1.399,1.9105,5.781,690.81,24.385,57.15,3.5225,4.6,1.245,1.3713,2539.25,8.88,218.795,
1847,0.15,0.25,0.1,0.05,0.45,6.25,5.505348704,11.39446316,-4.11,2792.85,7.742828816,47.65,114.15515,7.383,12755.5,0.8665,1.4325,1.8465,6.5145,723.505,26.725,56.5,3.8675,4.95,1.2505,1.3776,2811.85,15.375,231.075,
1848,0.15,0.25,0.1,0.1,0.4,6.25,5.50775002,12.12326611,-4.24,2753.2,7.872117043,46.05,109.75965,7.2395,12304.5,0.8655,1.4305,1.854,6.4105,719.25,26.375,56.55,3.8225,4.9,1.25,1.3772,2772.2,14.585,228.585,
1849,0.15,0.25,0.1,0.15,0.35,6.25,5.510400193,12.58245614,-4.37,2713.55,7.813071823,44.45,105.36415,7.096,11853.5,0.8645,1.4285,1.8615,6.3065,714.995,26.025,56.6,3.7775,4.85,1.2495,1.3768,2732.55,13.795,226.095,
1850,0.15,0.25,0.1,0.2,0.3,6.25,5.513299414,12.84080274,-4.5,2673.9,7.630004987,42.85,100.96865,6.9525,11402.5,0.8635,1.4265,1.869,6.2025,710.74,25.675,56.65,3.7325,4.8,1.249,1.3764,2692.9,13.005,223.605,
1851,0.15,0.25,0.1,0.25,0.25,6.25,5.516447843,12.92450607,-4.63,2634.25,7.353429829,41.25,96.57315,6.809,10951.5,0.8625,1.4245,1.8765,6.0985,706.485,25.325,56.7,3.6875,4.75,1.2485,1.376,2653.25,12.215,221.115,
1852,0.15,0.25,0.1,0.3,0.2,6.25,5.519845607,12.84080274,-4.76,2594.6,6.999316551,39.65,92.17765,6.6655,10500.5,0.8615,1.4225,1.884,5.9945,702.23,24.975,56.75,3.6425,4.7,1.248,1.3756,2613.6,11.425,218.625,
1853,0.15,0.25,0.1,0.35,0.15,6.25,5.523492799,12.58245614,-4.89,2554.95,6.574140352,38.05,87.78215,6.522,10049.5,0.8605,1.4205,1.8915,5.8905,697.975,24.625,56.8,3.5975,4.65,1.2475,1.3752,2573.95,10.635,216.135,
1854,0.15,0.25,0.1,0.4,0.1,6.25,5.52738948,12.12326611,-5.02,2515.3,6.074432521,36.45,83.38665,6.3785,9598.5,0.8595,1.4185,1.899,5.7865,693.72,24.275,56.85,3.5525,4.6,1.247,1.3748,2534.3,9.845,213.645,
1855,0.15,0.25,0.1,0.45,0.05,6.25,5.53153568,11.39446316,-5.15,2475.65,5.477418004,34.85,78.99115,6.235,9147.5,0.8585,1.4165,1.9065,5.6825,689.465,23.925,56.9,3.5075,4.55,1.2465,1.3744,2494.65,9.055,211.155,
1856,0.15,0.25,0.15,0.05,0.4,6.15,5.638455759,11.90575186,-5.72,2705.35,5.63098353,45.05,107.356,7.1315,12020.5,0.866,1.448,1.85,6.312,717.905,25.915,56.3,3.8075,4.85,1.2515,1.3803,2727.6,14.76,220.945,
1857,0.15,0.25,0.15,0.1,0.35,6.15,5.640893297,12.58245614,-5.83,2665.7,5.753182391,43.45,102.9605,6.988,11569.5,0.865,1.446,1.8575,6.208,713.65,25.565,56.35,3.7625,4.8,1.251,1.3799,2687.95,13.97,218.455,
1858,0.15,0.25,0.15,0.15,0.3,6.15,5.643573176,12.9820568,-5.94,2626.05,5.739314857,41.85,98.565,6.8445,11118.5,0.864,1.444,1.865,6.104,709.395,25.215,56.4,3.7175,4.75,1.2505,1.3795,2648.3,13.18,215.965,
1859,0.15,0.25,0.15,0.2,0.25,6.15,5.646495585,13.17079569,-6.05,2586.4,5.630569581,40.25,94.1695,6.701,10667.5,0.863,1.442,1.8725,6,705.14,24.865,56.45,3.6725,4.7,1.25,1.3791,2608.65,12.39,213.475,
1860,0.15,0.25,0.15,0.25,0.2,6.15,5.649660686,13.17079569,-6.16,2546.75,5.445247389,38.65,89.774,6.5575,10216.5,0.862,1.44,1.88,5.896,700.885,24.515,56.5,3.6275,4.65,1.2495,1.3787,2569,11.6,210.985,
1861,0.15,0.25,0.15,0.3,0.15,6.15,5.653068609,12.9820568,-6.27,2507.1,5.190959266,37.05,85.3785,6.414,9765.5,0.861,1.438,1.8875,5.792,696.63,24.165,56.55,3.5825,4.6,1.249,1.3783,2529.35,10.81,208.495,
1862,0.15,0.25,0.15,0.35,0.1,6.15,5.656719453,12.58245614,-6.38,2467.45,4.86623533,35.45,80.983,6.2705,9314.5,0.86,1.436,1.895,5.688,692.375,23.815,56.6,3.5375,4.55,1.2485,1.3779,2489.7,10.02,206.005,
1863,0.15,0.25,0.15,0.4,0.05,6.15,5.660613288,11.90575186,-6.49,2427.8,4.453741813,33.85,76.5875,6.127,8863.5,0.859,1.434,1.9025,5.584,688.12,23.465,56.65,3.4925,4.5,1.248,1.3775,2450.05,9.23,203.515,
1864,0.15,0.25,0.2,0.05,0.35,6.05,5.763974293,12.22368783,-7.21,2617.85,4.438249818,42.45,100.55685,6.88,11285.5,0.8655,1.4635,1.8535,6.1095,712.305,25.105,56.1,3.7475,4.75,1.2525,1.383,2643.35,14.145,210.815,
1865,0.15,0.25,0.2,0.1,0.3,6.05,5.766446047,12.84080274,-7.3,2578.2,4.535090085,40.85,96.16135,6.7365,10834.5,0.8645,1.4615,1.861,6.0055,708.05,24.755,56.15,3.7025,4.7,1.252,1.3826,2603.7,13.355,208.325,
1866,0.15,0.25,0.2,0.15,0.25,6.05,5.769154236,13.17079569,-7.39,2538.55,4.524319809,39.25,91.76585,6.593,10383.5,0.8635,1.4595,1.8685,5.9015,703.795,24.405,56.2,3.6575,4.65,1.2515,1.3822,2564.05,12.565,205.835,
1867,0.15,0.25,0.2,0.2,0.2,6.05,5.77209905,13.27583125,-7.48,2498.9,4.435157045,37.65,87.37035,6.4495,9932.5,0.8625,1.4575,1.876,5.7975,699.54,24.055,56.25,3.6125,4.6,1.251,1.3818,2524.4,11.775,203.345,
1868,0.15,0.25,0.2,0.25,0.15,6.05,5.775280649,13.17079569,-7.57,2459.25,4.278768731,36.05,82.97485,6.306,9481.5,0.8615,1.4555,1.8835,5.6935,695.285,23.705,56.3,3.5675,4.55,1.2505,1.3814,2484.75,10.985,200.855,
1869,0.15,0.25,0.2,0.3,0.1,6.05,5.778699167,12.84080274,-7.66,2419.6,4.056084374,34.45,78.57935,6.1625,9030.5,0.8605,1.4535,1.891,5.5895,691.03,23.355,56.35,3.5225,4.5,1.25,1.381,2445.1,10.195,198.365,
1870,0.15,0.25,0.2,0.35,0.05,6.05,5.782354708,12.22368783,-7.75,2379.95,3.753776239,32.85,74.18385,6.019,8579.5,0.8595,1.4515,1.8985,5.4855,686.775,23.005,56.4,3.4775,4.45,1.2495,1.3806,2405.45,9.405,195.875,
1871,0.15,0.25,0.25,0.05,0.3,5.95,5.882427459,12.37699887,-8.58,2530.35,3.65013276,39.85,93.7577,6.6285,10550.5,0.865,1.479,1.857,5.907,706.705,24.295,55.9,3.6875,4.65,1.2535,1.3857,2559.1,13.53,200.685,
1872,0.15,0.25,0.25,0.1,0.25,5.95,5.884931503,12.92450607,-8.65,2490.7,3.721510666,38.25,89.3622,6.485,10099.5,0.864,1.477,1.8645,5.803,702.45,23.945,55.95,3.6425,4.6,1.253,1.3853,2519.45,12.74,198.195,
1873,0.15,0.25,0.25,0.15,0.2,5.95,5.887666606,13.17079569,-8.72,2451.05,3.702096189,36.65,84.9667,6.3415,9648.5,0.863,1.475,1.872,5.699,698.195,23.595,56,3.5975,4.55,1.2525,1.3849,2479.8,11.95,195.705,
1874,0.15,0.25,0.25,0.2,0.15,5.95,5.890632956,13.17079569,-8.79,2411.4,3.613203267,35.05,80.5712,6.198,9197.5,0.862,1.473,1.8795,5.595,693.94,23.245,56.05,3.5525,4.5,1.252,1.3845,2440.15,11.16,193.215,
1875,0.15,0.25,0.25,0.25,0.1,5.95,5.893830714,12.92450607,-8.86,2371.75,3.459785245,33.45,76.1757,6.0545,8746.5,0.861,1.471,1.887,5.491,689.685,22.895,56.1,3.5075,4.45,1.2515,1.3841,2400.5,10.37,190.725,
1876,0.15,0.25,0.25,0.3,0.05,5.95,5.897260015,12.37699887,-8.93,2332.1,3.232295527,31.85,71.7802,5.911,8295.5,0.86,1.469,1.8945,5.387,685.43,22.545,56.15,3.4625,4.4,1.251,1.3837,2360.85,9.58,188.235,
1877,0.15,0.25,0.3,0.05,0.25,5.85,5.994270476,12.37699887,-9.83,2442.85,3.075803833,37.25,86.95855,6.377,9815.5,0.8645,1.4945,1.8605,5.7045,701.105,23.485,55.7,3.6275,4.55,1.2545,1.3884,2474.85,12.915,190.555,
1878,0.15,0.25,0.3,0.1,0.2,5.85,5.996804962,12.84080274,-9.88,2403.2,3.123382302,35.65,82.56305,6.2335,9364.5,0.8635,1.4925,1.868,5.6005,696.85,23.135,55.75,3.5825,4.5,1.254,1.388,2435.2,12.125,188.065,
1879,0.15,0.25,0.3,0.15,0.15,5.85,5.999565592,12.9820568,-9.93,2363.55,3.090004063,34.05,78.16755,6.09,8913.5,0.8625,1.4905,1.8755,5.4965,692.595,22.785,55.8,3.5375,4.45,1.2535,1.3876,2395.55,11.335,185.575,
1880,0.15,0.25,0.3,0.2,0.1,5.85,6.002552553,12.84080274,-9.98,2323.9,2.990054257,32.45,73.77205,5.9465,8462.5,0.8615,1.4885,1.883,5.3925,688.34,22.435,55.85,3.4925,4.4,1.253,1.3872,2355.9,10.545,183.085,
1881,0.15,0.25,0.3,0.25,0.05,5.85,6.005766005,12.37699887,-10.03,2284.25,2.818759687,30.85,69.37655,5.803,8011.5,0.8605,1.4865,1.8905,5.2885,684.085,22.085,55.9,3.4475,4.35,1.2525,1.3868,2316.25,9.755,180.595,
1882,0.15,0.25,0.35,0.05,0.2,5.75,6.099902358,12.22368783,-10.96,2355.35,2.626921818,34.65,80.1594,6.1255,9080.5,0.864,1.51,1.864,5.502,695.505,22.675,55.5,3.5675,4.45,1.2555,1.3911,2390.6,12.3,180.425,
1883,0.15,0.25,0.35,0.1,0.15,5.75,6.102465512,12.58245614,-10.99,2315.7,2.651246014,33.05,75.7639,5.982,8629.5,0.863,1.508,1.8715,5.398,691.25,22.325,55.55,3.5225,4.4,1.255,1.3907,2350.95,11.51,177.935,
1884,0.15,0.25,0.35,0.15,0.1,5.75,6.1052503,12.58245614,-11.02,2276.05,2.598756743,31.45,71.3684,5.8385,8178.5,0.862,1.506,1.879,5.294,686.995,21.975,55.6,3.4775,4.35,1.2545,1.3903,2311.3,10.72,175.445,
1885,0.15,0.25,0.35,0.2,0.05,5.75,6.108256909,12.22368783,-11.05,2236.4,2.473941671,29.85,66.9729,5.695,7727.5,0.861,1.504,1.8865,5.19,682.74,21.625,55.65,3.4325,4.3,1.254,1.3899,2271.65,9.93,172.955,
1886,0.15,0.25,0.4,0.05,0.15,5.65,6.199675133,11.90575186,-11.97,2267.85,2.255677473,32.05,73.36025,5.874,8345.5,0.8635,1.5255,1.8675,5.2995,689.905,21.865,55.3,3.5075,4.35,1.2565,1.3938,2306.35,11.685,170.295,
1887,0.15,0.25,0.4,0.1,0.1,5.65,6.202265248,12.12326611,-11.98,2228.2,2.25484654,30.45,68.96475,5.7305,7894.5,0.8625,1.5235,1.875,5.1955,685.65,21.515,55.35,3.4625,4.3,1.256,1.3934,2266.7,10.895,167.805,
1888,0.15,0.25,0.4,0.15,0.05,5.65,6.205072849,11.90575186,-11.99,2188.55,2.173172079,28.85,64.56925,5.587,7443.5,0.8615,1.5215,1.8825,5.0915,681.395,21.165,55.4,3.4175,4.25,1.2555,1.393,2227.05,10.105,165.315,
1889,0.15,0.25,0.45,0.05,0.1,5.55,6.293901172,11.39446316,-12.86,2180.35,1.931875408,29.45,66.5611,5.6225,7610.5,0.863,1.541,1.871,5.097,684.305,21.055,55.1,3.4475,4.25,1.2575,1.3965,2222.1,11.07,160.165,
1890,0.15,0.25,0.45,0.1,0.05,5.55,6.296516609,11.39446316,-12.85,2140.7,1.898220022,27.85,62.1656,5.479,7159.5,0.862,1.539,1.8785,4.993,680.05,20.705,55.15,3.4025,4.2,1.257,1.3961,2182.45,10.28,157.675,
1891,0.15,0.25,0.5,0.05,0.05,5.45,6.382859099,10.6193758,-13.63,2092.85,1.630576717,26.85,59.76195,5.371,6875.5,0.8625,1.5565,1.8745,4.8945,678.705,20.245,54.9,3.3875,4.15,1.2585,1.3992,2137.85,10.455,150.035,
1892,0.15,0.3,0.05,0.05,0.45,6.35,5.470062961,10.84695596,-2.44,2802.7,12.45932929,47.75,114.3616,7.3985,12888,0.863,1.4085,1.8535,6.477,723.245,26.835,56.8,3.8775,4.95,1.2435,1.3725,2820.95,15.225,233.655,
1893,0.15,0.3,0.05,0.1,0.4,6.35,5.47247214,11.57575891,-2.6,2763.05,12.30169256,46.15,109.9661,7.255,12437,0.862,1.4065,1.861,6.373,718.99,26.485,56.85,3.8325,4.9,1.243,1.3721,2781.3,14.435,231.165,
1894,0.15,0.3,0.05,0.15,0.35,6.35,5.47513512,12.03494894,-2.76,2723.4,11.87535505,44.55,105.5706,7.1115,11986,0.861,1.4045,1.8685,6.269,714.735,26.135,56.9,3.7875,4.85,1.2425,1.3717,2741.65,13.645,228.675,
1895,0.15,0.3,0.05,0.2,0.3,6.35,5.478052097,12.29329554,-2.92,2683.75,11.29867531,42.95,101.1751,6.968,11535,0.86,1.4025,1.876,6.165,710.48,25.785,56.95,3.7425,4.8,1.242,1.3713,2702,12.855,226.185,
1896,0.15,0.3,0.05,0.25,0.25,6.35,5.481223233,12.37699887,-3.08,2644.1,10.62533205,41.35,96.7796,6.8245,11084,0.859,1.4005,1.8835,6.061,706.225,25.435,57,3.6975,4.75,1.2415,1.3709,2662.35,12.065,223.695,
1897,0.15,0.3,0.05,0.3,0.2,6.35,5.484648654,12.29329554,-3.24,2604.45,9.881874556,39.75,92.3841,6.681,10633,0.858,1.3985,1.891,5.957,701.97,25.085,57.05,3.6525,4.7,1.241,1.3705,2622.7,11.275,221.205,
1898,0.15,0.3,0.05,0.35,0.15,6.35,5.488328454,12.03494894,-3.4,2564.8,9.078599131,38.15,87.9886,6.5375,10182,0.857,1.3965,1.8985,5.853,697.715,24.735,57.1,3.6075,4.65,1.2405,1.3701,2583.05,10.485,218.715,
1899,0.15,0.3,0.05,0.4,0.1,6.35,5.492262691,11.57575891,-3.56,2525.15,8.210822364,36.55,83.5931,6.394,9731,0.856,1.3945,1.906,5.749,693.46,24.385,57.15,3.5625,4.6,1.24,1.3697,2543.4,9.695,216.225,
1900,0.15,0.3,0.05,0.45,0.05,6.35,5.496451388,10.84695596,-3.72,2485.5,7.247341138,34.95,79.1976,6.2505,9280,0.855,1.3925,1.9135,5.645,689.205,24.035,57.2,3.5175,4.55,1.2395,1.3693,2503.75,8.905,213.735,
1901,0.15,0.3,0.1,0.05,0.4,6.25,5.623551987,11.57575891,-4.19,2715.2,7.501312792,45.15,107.56245,7.147,12153,0.8625,1.424,1.857,6.2745,717.645,26.025,56.6,3.8175,4.85,1.2445,1.3752,2736.7,14.61,223.525,
1902,0.15,0.3,0.1,0.1,0.35,6.25,5.626003659,12.25246319,-4.33,2675.55,7.570918684,43.55,103.16695,7.0035,11702,0.8615,1.422,1.8645,6.1705,713.39,25.675,56.65,3.7725,4.8,1.244,1.3748,2697.05,13.82,221.035,
1903,0.15,0.3,0.1,0.15,0.3,6.25,5.62870156,12.65206385,-4.47,2635.9,7.460755056,41.95,98.77145,6.86,11251,0.8605,1.42,1.872,6.0665,709.135,25.325,56.7,3.7275,4.75,1.2435,1.3744,2657.4,13.03,218.545,
1904,0.15,0.3,0.1,0.2,0.25,6.25,5.631645885,12.84080274,-4.61,2596.25,7.231655989,40.35,94.37595,6.7165,10800,0.8595,1.418,1.8795,5.9625,704.88,24.975,56.75,3.6825,4.7,1.243,1.374,2617.75,12.24,216.055,
1905,0.15,0.3,0.1,0.25,0.2,6.25,5.634836796,12.84080274,-4.75,2556.6,6.911325533,38.75,89.98045,6.573,10349,0.8585,1.416,1.887,5.8585,700.625,24.625,56.8,3.6375,4.65,1.2425,1.3736,2578.1,11.45,213.565,
1906,0.15,0.3,0.1,0.3,0.15,6.25,5.638274424,12.65206385,-4.89,2516.95,6.512190615,37.15,85.58495,6.4295,9898,0.8575,1.414,1.8945,5.7545,696.37,24.275,56.85,3.5925,4.6,1.242,1.3732,2538.45,10.66,211.075,
1907,0.15,0.3,0.1,0.35,0.1,6.25,5.64195887,12.25246319,-5.03,2477.3,6.03439902,35.55,81.18945,6.286,9447,0.8565,1.412,1.902,5.6505,692.115,23.925,56.9,3.5475,4.55,1.2415,1.3728,2498.8,9.87,208.585,
1908,0.15,0.3,0.1,0.4,0.05,6.25,5.645890202,11.57575891,-5.17,2437.65,5.457959132,33.95,76.79395,6.1425,8996,0.8555,1.41,1.9095,5.5465,687.86,23.575,56.95,3.5025,4.5,1.241,1.3724,2459.15,9.08,206.095,
1909,0.15,0.3,0.15,0.05,0.35,6.15,5.768279443,12.03494894,-5.82,2627.7,5.433717411,42.55,100.7633,6.8955,11418,0.862,1.4395,1.8605,6.072,712.045,25.215,56.4,3.7575,4.75,1.2455,1.3779,2652.45,13.995,213.395,
1910,0.15,0.3,0.15,0.1,0.3,6.15,5.770771357,12.65206385,-5.94,2588.05,5.51248718,40.95,96.3678,6.752,10967,0.861,1.4375,1.868,5.968,707.79,24.865,56.45,3.7125,4.7,1.245,1.3775,2612.8,13.205,210.905,
1911,0.15,0.3,0.15,0.15,0.25,6.15,5.773502692,12.9820568,-6.06,2548.4,5.459319066,39.35,91.9723,6.6085,10516,0.86,1.4355,1.8755,5.864,703.535,24.515,56.5,3.6675,4.65,1.2445,1.3771,2573.15,12.415,208.415,
1912,0.15,0.3,0.15,0.2,0.2,6.15,5.776473641,13.08709236,-6.18,2508.75,5.312660671,37.75,87.5768,6.465,10065,0.859,1.4335,1.883,5.76,699.28,24.165,56.55,3.6225,4.6,1.244,1.3767,2533.5,11.625,205.925,
1913,0.15,0.3,0.15,0.25,0.15,6.15,5.779684368,12.9820568,-6.3,2469.1,5.087935943,36.15,83.1813,6.3215,9614,0.858,1.4315,1.8905,5.656,695.025,23.815,56.6,3.5775,4.55,1.2435,1.3763,2493.85,10.835,203.435,
1914,0.15,0.3,0.15,0.3,0.1,6.15,5.783135008,12.65206385,-6.42,2429.45,4.787781389,34.55,78.7858,6.178,9163,0.857,1.4295,1.898,5.552,690.77,23.465,56.65,3.5325,4.5,1.243,1.3759,2454.2,10.045,200.945,
1915,0.15,0.3,0.15,0.35,0.05,6.15,5.786825667,12.03494894,-6.54,2389.8,4.39772492,32.95,74.3903,6.0345,8712,0.856,1.4275,1.9055,5.448,686.515,23.115,56.7,3.4875,4.45,1.2425,1.3755,2414.55,9.255,198.455,
1916,0.15,0.3,0.2,0.05,0.3,6.05,5.904928259,12.29329554,-7.33,2540.2,4.260222282,39.95,93.96415,6.644,10683,0.8615,1.455,1.864,5.8695,706.445,24.405,56.2,3.6975,4.65,1.2465,1.3806,2568.2,13.38,203.265,
1917,0.15,0.3,0.2,0.1,0.25,6.05,5.907458259,12.84080274,-7.43,2500.55,4.321543646,38.35,89.56865,6.5005,10232,0.8605,1.453,1.8715,5.7655,702.19,24.055,56.25,3.6525,4.6,1.246,1.3802,2528.55,12.59,200.775,
1918,0.15,0.3,0.2,0.15,0.2,6.05,5.910221524,13.08709236,-7.53,2460.9,4.277028629,36.75,85.17315,6.357,9781,0.8595,1.451,1.879,5.6615,697.935,23.705,56.3,3.6075,4.55,1.2455,1.3798,2488.9,11.8,198.285,
1919,0.15,0.3,0.2,0.2,0.15,6.05,5.913218246,13.08709236,-7.63,2421.25,4.152964924,35.15,80.77765,6.2135,9330,0.8585,1.449,1.8865,5.5575,693.68,23.355,56.35,3.5625,4.5,1.245,1.3794,2449.25,11.01,195.795,
1920,0.15,0.3,0.2,0.25,0.1,6.05,5.916448589,12.84080274,-7.73,2381.6,3.956229729,33.55,76.38215,6.07,8879,0.8575,1.447,1.894,5.4535,689.425,23.005,56.4,3.5175,4.45,1.2445,1.379,2409.6,10.22,193.305,
1921,0.15,0.3,0.2,0.3,0.05,6.05,5.91991269,12.29329554,-7.83,2341.95,3.676919985,31.95,71.98665,5.9265,8428,0.8565,1.445,1.9015,5.3495,685.17,22.655,56.45,3.4725,4.4,1.244,1.3786,2369.95,9.43,190.815,
1922,0.15,0.3,0.25,0.05,0.25,5.95,6.034084819,12.37699887,-8.72,2452.7,3.481314807,37.35,87.165,6.3925,9948,0.861,1.4705,1.8675,5.667,700.845,23.595,56,3.6375,4.55,1.2475,1.3833,2483.95,12.765,193.135,
1923,0.15,0.3,0.25,0.1,0.2,5.95,6.036650842,12.84080274,-8.8,2413.05,3.521079437,35.75,82.7695,6.249,9497,0.86,1.4685,1.875,5.563,696.59,23.245,56.05,3.5925,4.5,1.247,1.3829,2444.3,11.975,190.645,
1924,0.15,0.3,0.25,0.15,0.15,5.95,6.039444536,12.9820568,-8.88,2373.4,3.469776307,34.15,78.374,6.1055,9046,0.859,1.4665,1.8825,5.459,692.335,22.895,56.1,3.5475,4.45,1.2465,1.3825,2404.65,11.185,188.155,
1925,0.15,0.3,0.25,0.2,0.1,5.95,6.04246609,12.84080274,-8.96,2333.75,3.344556182,32.55,73.9785,5.962,8595,0.858,1.4645,1.89,5.355,688.08,22.545,56.15,3.5025,4.4,1.246,1.3821,2365,10.395,185.665,
1926,0.15,0.3,0.25,0.25,0.05,5.95,6.045715668,12.37699887,-9.04,2294.1,3.14093729,30.95,69.583,5.8185,8144,0.857,1.4625,1.8975,5.251,683.825,22.195,56.2,3.4575,4.35,1.2455,1.3817,2325.35,9.605,183.175,
1927,0.15,0.3,0.3,0.05,0.2,5.85,6.15625714,12.29329554,-9.99,2365.2,2.910520781,34.75,80.36585,6.141,9213,0.8605,1.486,1.871,5.4645,695.245,22.785,55.8,3.5775,4.45,1.2485,1.386,2399.7,12.15,183.005,
1928,0.15,0.3,0.3,0.1,0.15,5.85,6.158857214,12.65206385,-10.05,2325.55,2.927662397,33.15,75.97035,5.9975,8762,0.8595,1.484,1.8785,5.3605,690.99,22.435,55.85,3.5325,4.4,1.248,1.3856,2360.05,11.36,180.515,
1929,0.15,0.3,0.3,0.15,0.1,5.85,6.161679851,12.65206385,-10.11,2285.9,2.860667928,31.55,71.57485,5.854,8311,0.8585,1.482,1.886,5.2565,686.735,22.085,55.9,3.4875,4.35,1.2475,1.3852,2320.4,10.57,178.025,
